ImageUniqueID,xmin,ymin,xmax,ymax
2238477712-316982,0.125000,0.165179,0.857143,0.642857
2425495659-121070,0.138393,0.254464,0.745536,0.700893
2640671314-132871,0.049107,0.263393,0.629464,0.991071
2238385093-14284,0.272321,0.089286,0.678571,0.785714
2237912988-2822,0.357143,0.218750,0.683036,0.781250
2860302325-210706,0.433036,0.406250,0.767857,0.718750
2238498989-96671,0.343750,0.205357,0.696429,0.754464
2238220678-10996,0.160714,0.232143,0.714286,0.785714
2238471417-316270,0.366071,0.352679,0.660714,0.754464
2238555574-106857,0.209821,0.316964,0.629464,0.995536
2238500056-245034,0.406250,0.138393,0.736607,0.812500
2238304566-233968,0.156250,0.151786,0.906250,0.620536
2238506475-172051,0.267857,0.392857,0.736607,0.973214
2238154576-230399,0.049107,0.111607,0.754464,0.941964
2238525832-324577,0.258929,0.325893,0.825893,0.678571
2238435965-164672,0.339286,0.267857,0.665179,0.723214
2901945440-218276,0.267857,0.254464,0.678571,0.995536
2825703305-209121,0.303571,0.084821,0.687500,0.897321
2812992338-59219,0.325893,0.017857,0.687500,0.727679
2238555976-255017,0.428571,0.022321,0.946429,0.531250
2816363311-282423,0.250000,0.071429,0.982143,0.924107
2883271374-141983,0.156250,0.290179,0.790179,0.982143
2238385100-162636,0.116071,0.183036,0.937500,0.665179
2238153970-156229,0.196429,0.120536,0.732143,0.915179
2860307437-360456,0.254464,0.267857,0.879464,0.843750
2238471031-240886,0.209821,0.107143,0.745536,0.651786
2238160316-230652,0.151786,0.303571,0.857143,0.794643
2238556131-255040,0.129464,0.272321,0.892857,0.638393
2238150175-156004,0.187500,0.290179,0.964286,0.910714
2237912559-77213,0.169643,0.125000,0.839286,0.790179
2237964934-79305,0.062500,0.196429,0.875000,0.691964
2238510707-322150,0.196429,0.325893,0.852679,0.723214
2452380538-50607,0.049107,0.120536,0.857143,0.950893
2238545210-178686,0.191964,0.241071,0.933036,0.790179
2981238426-295023,0.303571,0.183036,0.781250,0.665179
2238476626-241550,0.424107,0.031250,0.732143,0.691964
2238563473-34251,0.187500,0.089286,0.566964,0.821429
2986448321-296614,0.263393,0.147321,0.875000,0.852679
2238502678-23331,0.218750,0.116071,0.754464,0.642857
2238383166-236631,0.200893,0.165179,0.825893,0.736607
2821599341-283379,0.165179,0.160714,0.919643,0.861607
2351006871-264878,0.325893,0.303571,0.665179,0.839286
2238577923-37106,0.080357,0.370536,0.709821,0.825893
2238516619-99571,0.089286,0.151786,0.767857,0.727679
2651227317-356824,0.142857,0.125000,0.937500,0.968750
2868482507-363390,0.227679,0.058036,0.991071,0.620536
2238146812-305183,0.325893,0.200893,0.741071,0.772321
2981238378-71950,0.267857,0.116071,0.995536,0.696429
2238155216-230421,0.125000,0.178571,0.883929,0.834821
2425492122-343773,0.120536,0.223214,0.651786,0.964286
2238349237-310355,0.223214,0.218750,0.812500,0.816964
2238216901-233130,0.107143,0.196429,0.598214,0.959821
2864913473-64359,0.156250,0.321429,0.901786,0.741071
2533935044-127250,0.187500,0.196429,0.781250,0.736607
2862687407-360826,0.174107,0.178571,0.803571,0.754464
2986397305-221107,0.214286,0.174107,0.571429,0.875000
2430666076-270763,0.129464,0.160714,0.924107,0.767857
2898630460-217066,0.267857,0.200893,0.964286,0.678571
2898630399-142688,0.089286,0.361607,0.861607,0.669643
2238558376-255557,0.250000,0.366071,0.758929,0.834821
2238377369-88139,0.258929,0.174107,0.700893,0.674107
2898627452-366771,0.241071,0.196429,0.727679,0.522321
2238561954-108351,0.142857,0.290179,0.781250,0.732143
2446760354-123956,0.348214,0.325893,0.790179,0.852679
2238467503-17990,0.084821,0.303571,0.781250,0.839286
2238169324-82876,0.066964,0.348214,0.745536,0.834821
2862703342-361492,0.111607,0.290179,0.888393,0.950893
2238148659-82004,0.339286,0.183036,0.660714,0.799107
2425494436-268948,0.071429,0.191964,0.732143,0.857143
2413147745-191948,0.209821,0.285714,0.799107,0.941964
2238577922-334885,0.254464,0.191964,0.803571,0.732143
2332527845-190267,0.138393,0.232143,0.683036,0.750000
2821596337-358301,0.102679,0.339286,0.870536,0.799107
2898621301-291383,0.227679,0.058036,0.665179,0.651786
2812997312-357279,0.241071,0.415179,0.638393,0.834821
2816368330-208151,0.196429,0.151786,0.825893,0.848214
2238308247-309203,0.236607,0.406250,0.651786,0.892857
2238562942-331973,0.241071,0.281250,0.852679,0.995536
2238558735-181770,0.375000,0.218750,0.745536,0.812500
2237973870-153531,0.151786,0.116071,0.687500,0.687500
2425495659-121072,0.187500,0.250000,0.915179,0.955357
2238126976-228836,0.080357,0.250000,0.968750,0.803571
2238431445-164422,0.111607,0.285714,0.598214,0.870536
2383043620-191867,0.125000,0.236607,0.816964,0.870536
2424122147-343173,0.200893,0.147321,0.575893,0.571429
2238437460-164789,0.111607,0.174107,0.785714,0.825893
2238559579-107812,0.241071,0.178571,0.589286,0.741071
2981238480-220060,0.080357,0.049107,0.906250,0.866071
2964217433-71125,0.125000,0.066964,0.750000,0.790179
2238561855-182406,0.294643,0.089286,0.825893,0.696429
2901949548-70497,0.232143,0.218750,0.892857,0.946429
2251781159-114675,0.111607,0.156250,0.861607,0.861607
2238127913-6533,0.125000,0.129464,0.709821,0.687500
2427873568-47243,0.348214,0.370536,0.647321,0.638393
2238381453-14074,0.410714,0.334821,0.727679,0.718750
2898627415-216949,0.116071,0.178571,0.625000,0.589286
2238534727-326516,0.455357,0.258929,0.892857,0.968750
2831355309-135133,0.303571,0.058036,0.718750,0.714286
2238497362-319936,0.218750,0.147321,0.781250,0.718750
2821587367-358112,0.165179,0.183036,0.843750,0.803571
2238555512-330348,0.053571,0.191964,0.566964,0.928571
2427873757-345058,0.205357,0.232143,0.696429,0.803571
2238384481-236725,0.348214,0.147321,0.696429,0.696429
2981234379-145504,0.312500,0.348214,0.651786,0.750000
2901942451-292889,0.205357,0.245536,0.553571,0.995536
2238503040-171522,0.303571,0.276786,0.678571,0.763393
2238555536-254917,0.227679,0.250000,0.821429,0.830357
2862701390-211826,0.267857,0.053571,0.589286,0.888393
2868470447-362630,0.196429,0.174107,0.625000,0.968750
2430664992-345801,0.178571,0.308036,0.879464,0.691964
2237893445-150949,0.352679,0.232143,0.696429,0.696429
2238436871-238830,0.089286,0.125000,0.745536,0.750000
2238381088-14060,0.232143,0.299107,0.714286,0.959821
2332527748-41919,0.044643,0.089286,0.924107,0.888393
2238524555-175010,0.383929,0.035714,0.794643,0.620536
2351007145-190738,0.129464,0.241071,0.651786,0.995536
2901941389-143634,0.125000,0.165179,0.678571,0.977679
2883260426-290310,0.147321,0.388393,0.683036,0.727679
2874315387-364719,0.392857,0.125000,0.642857,0.495536
2238479235-167858,0.183036,0.151786,0.678571,0.482143
2868488429-139626,0.383929,0.017857,0.767857,0.995536
2862701306-286431,0.200893,0.111607,0.888393,0.575893
2425493971-268871,0.303571,0.334821,0.705357,0.790179
2883259320-215521,0.138393,0.165179,0.919643,0.464286
2238404799-89389,0.312500,0.165179,0.691964,0.861607
2549107021-276150,0.147321,0.258929,0.718750,0.848214
2332528458-42100,0.232143,0.075893,0.883929,0.821429
2446758107-346670,0.053571,0.397321,0.674107,0.821429
2424121830-193833,0.218750,0.165179,0.763393,0.767857
2864914344-138392,0.419643,0.232143,0.861607,0.995536
2901944515-218210,0.147321,0.165179,0.580357,0.897321
2238573136-258347,0.290179,0.183036,0.678571,0.683036
2238351162-310448,0.142857,0.250000,0.745536,0.866071
2864908318-64105,0.138393,0.169643,0.607143,0.825893
2238152220-156157,0.138393,0.316964,0.718750,0.946429
2238467443-17981,0.089286,0.187500,0.875000,0.745536
2238439308-16562,0.102679,0.040179,0.683036,0.633929
2238506340-172028,0.290179,0.290179,0.647321,0.736607
2238556532-330575,0.205357,0.183036,0.825893,0.888393
2421822404-119332,0.241071,0.160714,0.821429,0.642857
2868488522-363738,0.375000,0.093750,0.776786,0.825893
2868480359-139162,0.071429,0.299107,0.799107,0.995536
2238564515-182880,0.214286,0.125000,0.696429,0.727679
2452380306-273148,0.142857,0.258929,0.915179,0.861607
2874308508-66358,0.187500,0.401786,0.875000,0.651786
2238471801-240972,0.321429,0.165179,0.892857,0.928571
2984622311-295752,0.147321,0.031250,0.821429,0.696429
2238219248-10910,0.125000,0.151786,0.928571,0.741071
2238517794-99763,0.321429,0.098214,0.754464,0.790179
2332528018-41984,0.267857,0.165179,0.625000,0.794643
2238564272-332225,0.116071,0.035714,0.781250,0.973214
2237870260-150859,0.366071,0.254464,0.656250,0.656250
2984617366-295580,0.133929,0.232143,0.803571,0.839286
2575122086-278601,0.142857,0.040179,0.834821,0.723214
2238473128-18730,0.084821,0.428571,0.723214,0.714286
2238474000-167270,0.294643,0.200893,0.754464,0.821429
2351006206-264774,0.285714,0.191964,0.879464,0.995536
2238574145-184639,0.312500,0.044643,0.901786,0.946429
2238197235-158119,0.196429,0.290179,0.955357,0.718750
2460547905-200301,0.272321,0.245536,0.763393,0.696429
2238577991-259554,0.125000,0.080357,0.892857,0.750000
2424123435-194161,0.357143,0.267857,0.995536,0.687500
2424124481-268383,0.147321,0.299107,0.754464,0.857143
2382323446-265377,0.361607,0.174107,0.946429,0.687500
2238537368-29480,0.312500,0.116071,0.892857,0.870536
2238498668-22650,0.156250,0.290179,0.982143,0.977679
2812991307-357157,0.366071,0.160714,0.790179,0.616071
2238346745-160889,0.075893,0.183036,0.745536,0.892857
2238097356-228491,0.343750,0.263393,0.683036,0.888393
2238553329-106528,0.339286,0.232143,0.767857,0.857143
2238161306-230698,0.107143,0.125000,0.950893,0.633929
2238217747-308489,0.165179,0.290179,0.633929,0.821429
2862690341-285975,0.241071,0.125000,0.696429,0.700893
2238381088-14059,0.263393,0.089286,0.651786,0.736607
2883269544-141896,0.223214,0.308036,0.750000,0.575893
2238497568-22451,0.589286,0.147321,0.995536,0.861607
2238506389-97879,0.169643,0.223214,0.750000,0.959821
2238561379-108231,0.142857,0.258929,0.785714,0.830357
2238555200-180985,0.187500,0.053571,0.504464,0.785714
2238448686-239543,0.008929,0.089286,0.741071,0.812500
2862700440-211798,0.223214,0.125000,0.602679,0.870536
2864902332-361774,0.089286,0.316964,0.968750,0.808036
2238532246-250526,0.473214,0.308036,0.861607,0.959821
2449443345-198749,0.223214,0.035714,0.848214,0.843750
2238547362-328455,0.017857,0.169643,0.834821,0.620536
2238355251-235438,0.200893,0.125000,0.937500,0.852679
2821589339-134365,0.089286,0.383929,0.812500,0.732143
2238470146-240781,0.236607,0.031250,0.821429,0.709821
2351008127-340287,0.062500,0.102679,0.714286,0.982143
2238161969-82650,0.053571,0.120536,0.897321,0.790179
2238476934-93304,0.357143,0.339286,0.754464,0.870536
2425495382-344371,0.325893,0.294643,0.758929,0.977679
2238510161-246738,0.223214,0.165179,0.995536,0.897321
2238471905-167010,0.276786,0.133929,0.812500,0.901786
2868479469-139113,0.339286,0.062500,0.736607,0.602679
2816364322-357533,0.312500,0.250000,0.937500,0.723214
2883273487-366262,0.392857,0.191964,0.732143,0.526786
2238529532-325326,0.071429,0.089286,0.852679,0.968750
2813001340-207931,0.098214,0.339286,0.803571,0.888393
2427875260-196059,0.321429,0.160714,0.883929,0.709821
2238282508-11424,0.375000,0.142857,0.816964,0.892857
2427875001-270013,0.241071,0.116071,0.982143,0.933036
2816357307-357426,0.187500,0.075893,0.870536,0.781250
2238560458-33666,0.049107,0.196429,0.625000,0.651786
2868481424-139241,0.035714,0.026786,0.995536,0.995536
2238158695-156429,0.089286,0.366071,0.450893,0.803571
2238525103-26911,0.218750,0.084821,0.714286,0.790179
2238401904-89184,0.250000,0.102679,0.723214,0.879464
2238522635-174650,0.401786,0.102679,0.758929,0.973214
2238512311-247048,0.392857,0.254464,0.897321,0.928571
2238585650-187270,0.361607,0.116071,0.785714,0.674107
2424122645-194018,0.245536,0.049107,0.941964,0.727679
2273187589-115123,0.205357,0.205357,0.790179,0.593750
2269197505-188920,0.129464,0.303571,0.910714,0.750000
2238189609-83699,0.214286,0.058036,0.674107,0.665179
2238561524-108260,0.125000,0.245536,0.745536,0.852679
2238522107-323913,0.303571,0.236607,0.723214,0.727679
2238481194-93993,0.160714,0.223214,0.696429,0.727679
2864906393-64008,0.232143,0.267857,0.678571,0.540179
2238515282-322865,0.267857,0.053571,0.888393,0.781250
2238216073-10667,0.236607,0.044643,0.785714,0.924107
2862689311-285915,0.357143,0.116071,0.754464,0.620536
2984626367-370862,0.084821,0.080357,0.741071,0.816964
2238419560-163937,0.361607,0.178571,0.825893,0.843750
2898617436-291229,0.375000,0.294643,0.723214,0.642857
2989728334-147747,0.133929,0.299107,0.870536,0.732143
2984622372-370730,0.267857,0.160714,0.968750,0.955357
2901941318-69791,0.098214,0.129464,0.843750,0.879464
2237962789-79190,0.250000,0.245536,0.870536,0.968750
2533934593-52681,0.267857,0.187500,0.897321,0.508929
2238212018-10388,0.223214,0.312500,0.812500,0.741071
2238494812-319489,0.232143,0.125000,0.821429,0.763393
2238589580-187662,0.339286,0.200893,0.750000,0.700893
2868471380-212953,0.428571,0.223214,0.995536,0.714286
2964220310-219373,0.084821,0.294643,0.517857,0.995536
2238471224-92647,0.267857,0.477679,0.964286,0.995536
2238479031-241832,0.343750,0.156250,0.754464,0.991071
2238215380-158957,0.357143,0.062500,0.772321,0.995536
2238430163-16068,0.366071,0.312500,0.991071,0.776786
2238490477-318915,0.330357,0.196429,0.669643,0.897321
2856919323-61647,0.160714,0.433036,0.870536,0.928571
2856929340-210283,0.107143,0.142857,0.767857,0.763393
2868476343-64986,0.062500,0.196429,0.892857,0.656250
2238481241-242156,0.232143,0.343750,0.736607,0.638393
2901933346-292145,0.361607,0.151786,0.678571,0.750000
2874299529-139720,0.062500,0.116071,0.767857,0.816964
2424121875-193857,0.276786,0.214286,0.790179,0.741071
2237915957-300610,0.223214,0.111607,0.754464,0.723214
2238506726-246066,0.013393,0.107143,0.513393,0.906250
2851422348-61301,0.357143,0.629464,0.879464,0.995536
2238504818-23673,0.267857,0.294643,0.834821,0.843750
2427873581-269753,0.366071,0.209821,0.678571,0.705357
2238555913-32675,0.401786,0.187500,0.995536,0.906250
2421822892-342757,0.424107,0.339286,0.772321,0.897321
2238094358-6107,0.116071,0.308036,0.937500,0.665179
2901937511-292498,0.267857,0.258929,0.736607,0.660714
2238480128-19637,0.339286,0.236607,0.750000,0.745536
2238432157-313794,0.160714,0.053571,0.866071,0.767857
2868473378-64811,0.218750,0.191964,0.901786,0.665179
2332528549-116469,0.089286,0.075893,0.959821,0.861607
2238218776-233337,0.142857,0.200893,0.866071,0.674107
2460547755-200262,0.339286,0.013393,0.803571,0.830357
2847217328-61059,0.267857,0.196429,0.928571,0.794643
2421824328-45274,0.241071,0.191964,0.589286,0.504464
2237961287-302288,0.375000,0.339286,0.678571,0.700893
2238474234-93048,0.165179,0.178571,0.705357,0.727679
2238537781-251792,0.169643,0.379464,0.870536,0.732143
2864905373-63958,0.285714,0.299107,0.593750,0.683036
2238468149-92270,0.125000,0.375000,0.915179,0.718750
2238571800-184107,0.214286,0.339286,0.834821,0.763393
2874313528-66655,0.361607,0.075893,0.816964,0.723214
2238553339-106532,0.209821,0.339286,0.714286,0.745536
2898625339-142470,0.053571,0.098214,0.745536,0.861607
2816358339-133610,0.303571,0.156250,0.517857,0.825893
2421822017-342561,0.178571,0.111607,0.834821,0.691964
2238163846-230810,0.022321,0.125000,0.866071,0.897321
2238560827-331566,0.125000,0.080357,0.642857,0.834821
2847216325-209543,0.290179,0.160714,0.665179,0.870536
2238509308-24443,0.125000,0.116071,0.803571,0.754464
2989732334-147895,0.035714,0.138393,0.995536,0.955357
2238575136-258918,0.160714,0.191964,0.642857,0.750000
2430665777-346016,0.415179,0.147321,0.924107,0.915179
2238493244-95801,0.049107,0.035714,0.687500,0.937500
2238472464-92814,0.267857,0.339286,0.642857,0.727679
2862701435-211836,0.089286,0.058036,0.995536,0.727679
2238507350-172255,0.410714,0.343750,0.928571,0.879464
2238359699-87469,0.147321,0.245536,0.825893,0.705357
2238558617-331105,0.089286,0.410714,0.750000,0.892857
2868478329-139016,0.116071,0.151786,0.839286,0.767857
2383042250-191555,0.098214,0.205357,0.647321,0.812500
2238476111-241485,0.133929,0.339286,0.750000,0.799107
2237912477-300459,0.187500,0.142857,0.924107,0.700893
2238218199-85147,0.232143,0.191964,0.825893,0.754464
2238573289-110438,0.258929,0.214286,0.522321,0.736607
2238478851-241798,0.250000,0.325893,0.553571,0.879464
2238350518-12737,0.125000,0.125000,0.830357,0.852679
2989718326-296870,0.098214,0.040179,0.995536,0.964286
2238481572-317525,0.125000,0.276786,0.790179,0.861607
2238482112-317617,0.250000,0.236607,0.937500,0.937500
2238490556-243595,0.218750,0.258929,0.571429,0.754464
2427875497-345402,0.294643,0.049107,0.691964,0.709821
2238516525-173819,0.107143,0.214286,0.642857,0.941964
2238557992-330946,0.214286,0.464286,0.758929,0.995536
2868487304-139536,0.084821,0.232143,0.933036,0.941964
2238577922-334883,0.107143,0.053571,0.977679,0.794643
2237962660-153039,0.424107,0.013393,0.754464,0.758929
2238436715-164736,0.334821,0.089286,0.642857,0.888393
2238439410-164946,0.232143,0.419643,0.584821,0.933036
2238575986-259133,0.272321,0.125000,0.674107,0.950893
2238444779-91035,0.250000,0.339286,0.888393,0.977679
2238504581-245713,0.272321,0.263393,0.781250,0.973214
2981245305-220302,0.053571,0.379464,0.665179,0.959821
2238516959-99615,0.165179,0.263393,0.745536,0.794643
2238377714-88156,0.053571,0.321429,0.839286,0.825893
2831346315-209359,0.232143,0.080357,0.758929,0.580357
2238484118-20271,0.191964,0.366071,0.642857,0.808036
2238214155-158883,0.205357,0.044643,0.732143,0.754464
2237852345-148525,0.339286,0.169643,0.781250,0.799107
2238136238-6919,0.107143,0.236607,0.870536,0.758929
2238402356-237344,0.169643,0.107143,0.674107,0.602679
2237969793-5145,0.160714,0.098214,0.857143,0.790179
2883254444-140942,0.218750,0.125000,0.959821,0.598214
2864905353-63952,0.254464,0.267857,0.767857,0.825893
2238578191-259592,0.049107,0.191964,0.700893,0.830357
2427875369-122029,0.026786,0.250000,0.669643,0.861607
2898633412-367041,0.138393,0.330357,0.830357,0.995536
2238505629-97765,0.267857,0.245536,0.642857,0.910714
2238556889-107142,0.366071,0.227679,0.687500,0.660714
2465026687-349911,0.196429,0.191964,0.852679,0.767857
2238572607-333639,0.169643,0.263393,0.629464,0.611607
2382324707-340650,0.102679,0.209821,0.816964,0.625000
2238094677-303648,0.218750,0.205357,0.879464,0.892857
2425493385-194748,0.330357,0.187500,0.799107,0.843750
2413148038-43572,0.339286,0.258929,0.718750,0.776786
2238500394-96935,0.312500,0.236607,0.683036,0.727679
2238566891-257229,0.531250,0.227679,0.937500,0.745536
2238500631-245119,0.138393,0.366071,0.758929,0.816964
2449443187-347976,0.263393,0.236607,0.861607,0.892857
2238152341-230306,0.473214,0.058036,0.812500,0.892857
