species,genus,family,mivs
Tropidonophis dendrophiops,Tropidonophis,Colubridae,0
Tropidonophis dolasii,Tropidonophis,Colubridae,0
Tropidonophis doriae,Tropidonophis,Colubridae,0
Tropidonophis elongatus,Tropidonophis,Colubridae,0
Tropidonophis halmahericus,Tropidonophis,Colubridae,0
Tropidonophis hypomelas,Tropidonophis,Colubridae,0
Tropidonophis mairii,Tropidonophis,Colubridae,0
Tropidonophis mcdowelli,Tropidonophis,Colubridae,0
Tropidonophis montanus,Tropidonophis,Colubridae,0
Tropidonophis multiscutellatus,Tropidonophis,Colubridae,0
Tropidonophis negrosensis,Tropidonophis,Colubridae,0
Tropidonophis novaeguineae,Tropidonophis,Colubridae,0
Tropidonophis parkeri,Tropidonophis,Colubridae,0
Tropidonophis picturatus,Tropidonophis,Colubridae,0
Tropidonophis punctiventris,Tropidonophis,Colubridae,0
Tropidonophis statisticus,Tropidonophis,Colubridae,0
Tropidonophis truncatus,Tropidonophis,Colubridae,0
Tropidophis battersbyi,Tropidophis,Tropidophiidae,0
Tropidophis bucculentus,Tropidophis,Tropidophiidae,0
Tropidophis canus,Tropidophis,Tropidophiidae,0
Tropidophis caymanensis,Tropidophis,Tropidophiidae,0
Tropidophis celiae,Tropidophis,Tropidophiidae,0
Tropidophis curtus,Tropidophis,Tropidophiidae,0
Tropidophis feicki,Tropidophis,Tropidophiidae,0
Tropidophis fuscus,Tropidophis,Tropidophiidae,0
Tropidophis galacelidus,Tropidophis,Tropidophiidae,0
Tropidophis grapiuna,Tropidophis,Tropidophiidae,0
Tropidophis greenwayi,Tropidophis,Tropidophiidae,0
Tropidophis haetianus,Tropidophis,Tropidophiidae,0
Tropidophis hardyi,Tropidophis,Tropidophiidae,0
Tropidophis hendersoni,Tropidophis,Tropidophiidae,0
Tropidophis jamaicensis,Tropidophis,Tropidophiidae,0
Tropidophis maculatus,Tropidophis,Tropidophiidae,0
Tropidophis melanurus,Tropidophis,Tropidophiidae,0
Tropidophis morenoi,Tropidophis,Tropidophiidae,0
Tropidophis nigriventris,Tropidophis,Tropidophiidae,0
Tropidophis pardalis,Tropidophis,Tropidophiidae,0
Tropidophis parkeri,Tropidophis,Tropidophiidae,0
Tropidophis paucisquamis,Tropidophis,Tropidophiidae,0
Tropidophis pilsbryi,Tropidophis,Tropidophiidae,0
Tropidophis preciosus,Tropidophis,Tropidophiidae,0
Tropidophis schwartzi,Tropidophis,Tropidophiidae,0
Tropidophis semicinctus,Tropidophis,Tropidophiidae,0
Tropidophis spiritus,Tropidophis,Tropidophiidae,0
Tropidophis steinleini,Tropidophis,Tropidophiidae,0
Tropidophis stejnegeri,Tropidophis,Tropidophiidae,0
Tropidophis stullae,Tropidophis,Tropidophiidae,0
Tropidophis taczanowskyi,Tropidophis,Tropidophiidae,0
Tropidophis wrighti,Tropidophis,Tropidophiidae,0
Tropidophis xanthogaster,Tropidophis,Tropidophiidae,0
Typhlophis squamosus,Typhlophis,Anomalepididae,0
Typhlops agoralionis,Typhlops,Typhlopidae,0
Typhlops capitulatus,Typhlops,Typhlopidae,0
Typhlops eperopeus,Typhlops,Typhlopidae,0
Typhlops gonavensis,Typhlops,Typhlopidae,0
Typhlops hectus,Typhlops,Typhlopidae,0
Typhlops jamaicensis,Typhlops,Typhlopidae,0
Typhlops leptolepis,Typhlops,Typhlopidae,0
Typhlops lumbricalis,Typhlops,Typhlopidae,0
Typhlops oxyrhinus,Typhlops,Typhlopidae,0
Typhlops pachyrhinus,Typhlops,Typhlopidae,0
Typhlops proancylops,Typhlops,Typhlopidae,0
Typhlops pusillus,Typhlops,Typhlopidae,0
Typhlops rostellatus,Typhlops,Typhlopidae,0
Typhlops schwartzi,Typhlops,Typhlopidae,0
Typhlops silus,Typhlops,Typhlopidae,0
Typhlops sulcatus,Typhlops,Typhlopidae,0
Typhlops sylleptor,Typhlops,Typhlopidae,0
Typhlops syntherus,Typhlops,Typhlopidae,0
Typhlops tetrathyreus,Typhlops,Typhlopidae,0
Typhlops titanops,Typhlops,Typhlopidae,0
Ungaliophis continentalis,Ungaliophis,Boidae,0
Ungaliophis panamensis,Ungaliophis,Boidae,0
Uromacer catesbyi,Uromacer,Colubridae,0
Uromacer frenatus,Uromacer,Colubridae,0
Uromacer oxyrhynchus,Uromacer,Colubridae,0
Uropeltis arcticeps,Uropeltis,Uropeltidae,0
Uropeltis beddomii,Uropeltis,Uropeltidae,0
Uropeltis bhupathyi,Uropeltis,Uropeltidae,0
Uropeltis bicatenata,Uropeltis,Uropeltidae,0
Uropeltis broughami,Uropeltis,Uropeltidae,0
Uropeltis ceylanica,Uropeltis,Uropeltidae,0
Uropeltis dindigalensis,Uropeltis,Uropeltidae,0
Uropeltis ellioti,Uropeltis,Uropeltidae,0
Uropeltis grandis,Uropeltis,Uropeltidae,0
Uropeltis liura,Uropeltis,Uropeltidae,0
Uropeltis macrolepis,Uropeltis,Uropeltidae,0
Uropeltis macrorhyncha,Uropeltis,Uropeltidae,0
Uropeltis maculata,Uropeltis,Uropeltidae,0
Uropeltis madurensis,Uropeltis,Uropeltidae,0
Uropeltis myhendrae,Uropeltis,Uropeltidae,0
Uropeltis nitida,Uropeltis,Uropeltidae,0
Uropeltis ocellata,Uropeltis,Uropeltidae,0
Uropeltis petersi,Uropeltis,Uropeltidae,0
Uropeltis phipsonii,Uropeltis,Uropeltidae,0
Uropeltis pulneyensis,Uropeltis,Uropeltidae,0
Uropeltis rajendrani,Uropeltis,Uropeltidae,0
Uropeltis rubrolineata,Uropeltis,Uropeltidae,0
Uropeltis rubromaculata,Uropeltis,Uropeltidae,0
Uropeltis shorttii,Uropeltis,Uropeltidae,0
Uropeltis woodmasoni,Uropeltis,Uropeltidae,0
Urotheca decipiens,Urotheca,Colubridae,0
Urotheca dumerilli,Urotheca,Colubridae,0
Urotheca fulviceps,Urotheca,Colubridae,0
Urotheca guentheri,Urotheca,Colubridae,0
Urotheca lateristriga,Urotheca,Colubridae,0
Urotheca multilineata,Urotheca,Colubridae,0
Urotheca myersi,Urotheca,Colubridae,0
Urotheca pachyura,Urotheca,Colubridae,0
Vermicella annulata,Vermicella,Elapidae,0
Vermicella intermedia,Vermicella,Elapidae,0
Vermicella multifasciata,Vermicella,Elapidae,0
Vermicella parscauda,Vermicella,Elapidae,0
Vermicella snelli,Vermicella,Elapidae,0
Vermicella vermiformis,Vermicella,Elapidae,0
Vipera altaica,Vipera,Viperidae,1
Vipera ammodytes,Vipera,Viperidae,1
Vipera anatolica,Vipera,Viperidae,1
Vipera aspis,Vipera,Viperidae,1
Vipera berus,Vipera,Viperidae,1
Vipera darevskii,Vipera,Viperidae,1
Vipera dinniki,Vipera,Viperidae,1
Vipera eriwanensis,Vipera,Viperidae,1
Vipera graeca,Vipera,Viperidae,1
Vipera kaznakovi,Vipera,Viperidae,1
Vipera latastei,Vipera,Viperidae,1
Vipera lotievi,Vipera,Viperidae,1
Vipera monticola,Vipera,Viperidae,1
Vipera nikolskii,Vipera,Viperidae,1
Vipera orlovi,Vipera,Viperidae,1
Vipera renardi,Vipera,Viperidae,1
Vipera sakoi,Vipera,Viperidae,1
Vipera seoanei,Vipera,Viperidae,1
Vipera transcaucasiana,Vipera,Viperidae,1
Vipera ursinii,Vipera,Viperidae,1
Vipera walser,Vipera,Viperidae,1
Virginia valeriae,Virginia,Colubridae,0
Wallaceophis gujaratensis,Wallaceophis,Colubridae,0
Walterinnesia aegyptia,Walterinnesia,Elapidae,1
Walterinnesia morgani,Walterinnesia,Elapidae,1
Xenelaphis ellipsifer,Xenelaphis,Colubridae,0
Xenelaphis hexagonotus,Xenelaphis,Colubridae,0
Xenocalamus bicolor,Xenocalamus,Lamprophiidae,0
Xenocalamus mechowii,Xenocalamus,Lamprophiidae,0
Xenocalamus michelli,Xenocalamus,Lamprophiidae,0
Xenocalamus sabiensis,Xenocalamus,Lamprophiidae,0
Xenocalamus transvaalensis,Xenocalamus,Lamprophiidae,0
Xenochrophis bellulus,Xenochrophis,Colubridae,0
Xenochrophis cerasogaster,Xenochrophis,Colubridae,0
Xenochrophis maculatus,Xenochrophis,Colubridae,0
Xenochrophis trianguligerus,Xenochrophis,Colubridae,0
Xenochrophis vittatus,Xenochrophis,Colubridae,0
Xenodermus javanicus,Xenodermus,Xenodermidae,0
Xenodon dorbignyi,Xenodon,Colubridae,0
Xenodon guentheri,Xenodon,Colubridae,0
Xenodon histricus,Xenodon,Colubridae,0
Xenodon matogrossensis,Xenodon,Colubridae,0
Xenodon merremii,Xenodon,Colubridae,0
Xenodon nattereri,Xenodon,Colubridae,0
Xenodon neuwiedii,Xenodon,Colubridae,0
Xenodon pulcher,Xenodon,Colubridae,0
Xenodon rabdocephalus,Xenodon,Colubridae,0
Xenodon semicinctus,Xenodon,Colubridae,0
Xenodon severus,Xenodon,Colubridae,0
Xenodon werneri,Xenodon,Colubridae,0
Xenopeltis hainanensis,Xenopeltis,Xenopeltidae,0
Xenopeltis unicolor,Xenopeltis,Xenopeltidae,0
Xenophidion acanthognathus,Xenophidion,Xenophidiidae,0
Xenophidion schaeferi,Xenophidion,Xenophidiidae,0
Xenopholis scalaris,Xenopholis,Colubridae,0
Xenopholis undulatus,Xenopholis,Colubridae,0
Xenopholis werdingorum,Xenopholis,Colubridae,0
Xenotyphlops grandidieri,Xenotyphlops,Xenotyphlopidae,0
Xenoxybelis argentea,Xenoxybelis,Colubridae,0
Xenoxybelis boulengeri,Xenoxybelis,Colubridae,0
Xerotyphlops etheridgei,Xerotyphlops,Typhlopidae,0
Xerotyphlops luristanicus,Xerotyphlops,Typhlopidae,0
Xerotyphlops socotranus,Xerotyphlops,Typhlopidae,0
Xerotyphlops syriacus,Xerotyphlops,Typhlopidae,0
Xerotyphlops vermicularis,Xerotyphlops,Typhlopidae,0
Xerotyphlops wilsoni,Xerotyphlops,Typhlopidae,0
Xyelodontophis uluguruensis,Xyelodontophis,Colubridae,0
Xylophis captaini,Xylophis,Xenodermidae,0
Xylophis mosaicus,Xylophis,Xenodermidae,0
Xylophis perroteti,Xylophis,Xenodermidae,0
Xylophis stenorhynchus,Xylophis,Xenodermidae,0
Zamenis hohenackeri,Zamenis,Colubridae,0
Zamenis lineatus,Zamenis,Colubridae,0
Zamenis longissimus,Zamenis,Colubridae,0
Zamenis persicus,Zamenis,Colubridae,0
Zamenis scalaris,Zamenis,Colubridae,0
Zamenis situla,Zamenis,Colubridae,0
Atropoides mexicanus,Atropoides,Viperidae,1
Atropoides nummifer,Atropoides,Viperidae,1
Chilomeniscus stramineus,Chilomeniscus,Colubridae,0
Corallus hortulanus,Corallus,Boidae,0
Lampropeltis multifasciata,Lampropeltis,Colubridae,0
Macropisthodon plumbicolor,Macropisthodon,Colubridae,0
Macropisthodon rudis,Macropisthodon,Colubridae,0
Macrovipera lebetina,Macrovipera,Viperidae,1
Parasuta dwyeri,Parasuta,Elapidae,0
Parasuta flagellum,Parasuta,Elapidae,0
Philodryas argentea,Philodryas,Colubridae,0
Philodryas patagoniensis,Philodryas,Colubridae,0
Sinonatrix aequifasciata,Sinonatrix,Colubridae,0
Sinonatrix annularis,Sinonatrix,Colubridae,0
Sinonatrix percarinata,Sinonatrix,Colubridae,0
Xenochrophis flavipunctatus,Xenochrophis,Colubridae,0
Xenochrophis piscator,Xenochrophis,Colubridae,0
